acc_MG	acc_LF82	Perc_cov	Perc_id	gene_name_MG	gene_id_MG	gene_name_LF82	gene_id_LF82	Log2FC_LF82	padj_LF82	Log2FC_MG	padj_MG
NP_416608.1	WP_000019944.1	100	100	rcnR	b2105	rcnR	LF82_RS11085	0.129425326	0.729238229	-0.341179869	0.179623262
NP_418088.1	WP_000634259.1	100	90.642	waaG	b3631	waaG	LF82_RS19040	0.384372006	0.220408702	-0.219425496	0.098155343
NP_417075.1	WP_001262723.1	100	99.563	ung	b2580	ung	LF82_RS13320	-0.317658189	0.252206293	0.242181855	0.166988668
NP_418484.4	WP_001304710.1	100	97.849	yjcB	b4060	yjcB	LF82_RS21510	0.238950081	0.492973967	-0.067235038	0.747314741
NP_416898.3	WP_000826499.1	100	93.846	yfeD	b2399	yfeD	LF82_RS12505	0.389767139	0.220685167	0.280460313	0.205382567
NP_414963.1	WP_000019796.1	100	96.33	cyoD	b0429	cyoD	LF82_RS02110	0.215940842	0.53823307	0.233383564	0.064764243
NP_414950.1	WP_000801125.1	100	100	nusB	b0416	nusB	LF82_RS02045	0.13927895	0.675908591	-0.062317781	0.601549047
NP_415602.1	WP_000827405.1	100	98.68	rne	b1084	rne	LF82_RS05485	0.292774955	0.228895996	-0.334943627	1.19948E-05
NP_416344.1	WP_001055805.1	100	99.707	prc	b1830	prc	LF82_RS09525	-0.826797357	0.014470091	0.924155112	2.80232E-23
NP_415782.1	WP_001285667.1	100	99.317	rnm	b1266	rnm	LF82_RS06730	0.169497652	0.602251457	-0.203132779	0.23365308
NP_416820.1	WP_000364337.1	96	96.19	dedA	b2317	dedA	LF82_RS12175	0.212676896	0.535495435	-0.480535996	0.000240727
NP_415204.1	WP_001237065.1	100	99.624	nagB	b0678	nagB	LF82_RS03165	0.078780451	0.851251043	-0.331277822	0.095216842
NP_417409.1	WP_001236686.1	100	96.599	cmtB	b2934	cmtB	LF82_RS15230	0.011816857	NA	-0.155525205	NA
NP_417711.1	WP_000055909.1	100	100	tldD	b3244	tldD	LF82_RS16950	0.236160065	0.415333615	-0.278433703	0.017875776
NP_417606.1	WP_000022766.1	100	100	kbaY	b3137	kbaY	LF82_RS16470	0.002557087	NA	-0.174107715	NA
NP_416368.1	WP_000091149.1	100	99.792	pykA	b1854	pyk	LF82_RS09660	0.859768099	0.005327466	-0.407985408	0.000828465
NP_414762.1	WP_000093934.1	97	92.531	yafL	b0227	yafL	LF82_RS01310	0.144473276	0.689219183	-0.018161936	NA
NP_417660.1	WP_001296448.1	100	100	mlaD	b3193	mlaD	LF82_RS16730	-0.050135398	0.893252063	-0.020998127	0.89091703
NP_414732.1	WP_001185283.1	100	98.343	yaeQ	b0190	yaeQ	LF82_RS00995	0.109882416	0.758993092	0.049919039	0.847571627
NP_418516.1	WP_000059917.1	99	98.008	phnP	b4092	phnP	LF82_RS21715	-0.416669827	0.210735726	-0.228357724	0.359924413
NP_417449.1	WP_000259280.1	100	99.464	glcA	b2975	glcA	LF82_RS15565	-0.033220794	NA	0.19204217	0.418924249
NP_417283.2	WP_000808360.1	100	98.941	fucK	b2803	fucK	LF82_RS14525	0.009017133	0.982572924	0.350651385	0.161470418
NP_416715.1	WP_000422211.1	100	99.634	yojI	b2211	yojI	LF82_RS11650	-0.488554415	0.096863763	0.35850495	0.003953623
NP_416366.1	WP_000301727.1	100	100	zwf	b1852	zwf	LF82_RS09645	0.030160143	0.939160635	-0.133147278	0.163839033
NP_415783.6	WP_001295575.1	100	100	yciO	b1267	yciO	LF82_RS06735	0.363568055	0.167671044	-0.202804834	0.20172236
NP_415767.2	WP_000967595.1	100	100	yciI	b1251	yciI	LF82_RS06660	0.224479968	0.523882374	-0.07437274	0.783895739
NP_417351.1	WP_001020384.1	100	99.815	yqeB	b2875	yqeB	LF82_RS14935	-0.352528191	0.27852817	0.496729756	0.060794638
NP_415709.2	WP_000340216.1	100	98.962	cvrA	b1191	cvrA	LF82_RS06300	0.17063947	0.600880494	-0.213168241	0.248591963
NP_415298.1	WP_000246763.1	100	97.61	bioC	b0777	bioC	LF82_RS03675	-0.156249279	NA	-0.092773732	NA
NP_416718.1	WP_000406075.1	100	98.291	ftp	b2214	apbE	LF82_RS11665	0.013618603	0.977793895	-0.336173586	0.033540638
NP_418733.1	WP_000044708.1	100	99.495	fimE	b4313	fimE	LF82_RS22980	0.122195316	0.745602376	-0.068407368	0.829249282
NP_416907.1	WP_001350313.1	100	97.59	zipA	b2412	zipA	LF82_RS12580	-0.675048204	0.000335447	0.480143561	9.70297E-08
NP_417768.1	WP_000729186.1	100	99.038	rplX	b3309	rplX	LF82_RS17335	0.015311653	0.974631308	-0.077187664	0.498043503
NP_417536.1	WP_001264352.1	100	100	tsaD	b3064	tsaD	LF82_RS16130	-0.066330437	0.86934581	-0.160794709	0.19258473
NP_415571.1	WP_000074159.1	100	99.51	mdtG	b1053	mdtG	LF82_RS05330	0.074456617	0.855512991	0.042026876	0.868149651
YP_009518814.1	WP_001305310.1	100	98.795	yqgD	b2941	yqgD	LF82_RS26385	NA	NA	-0.30444927	NA
NP_415343.1	WP_000114280.1	99	97.778	ybiV	b0822	ybiV	LF82_RS03910	-0.695074123	0.02430815	0.516854138	0.001546203
NP_417804.1	WP_001209692.1	100	96.875	tusD	b3345	tusD	LF82_RS17515	0.208990633	0.519450495	0.257968024	0.155158251
NP_418117.1	WP_000779409.1	100	98.529	nlpA	b3661	nlpA	LF82_RS19240	-0.031734729	0.942128698	-0.129025229	0.48807096
NP_418168.2	WP_014640239.1	100	99.197	yieE	b3712	yieE	LF82_RS19505	-0.343229529	0.24307692	0.360903774	0.027690082
NP_416280.1	WP_001259833.1	100	99.191	sppA	b1766	sppA	LF82_RS09180	-1.283233711	2.91047E-09	0.998019927	6.64989E-24
NP_418143.2	WP_001305004.1	100	98.182	yidQ	b3688	yidQ	LF82_RS19375	-0.344254881	0.260427004	0.320224037	0.117360179
NP_414597.1	WP_001200599.1	100	98.893	djlA	b0055	djlA	LF82_RS00295	0.075549609	0.852045057	0.066262239	0.733541679
YP_010051178.1	WP_212734104.1	100	94.737	ybiE	b4769	ybiE	LF82_RS26070	NA	NA	-0.024859623	NA
NP_415325.4	WP_000990159.1	100	98.667	ybiX	b0804	ybiX	LF82_RS03815	0.045807064	NA	-0.079412624	0.796204416
YP_009518782.1	WP_000737290.1	95	60.87	yddL	b1472	yedK	LF82_RS10035	2.680506696	1.63726E-06	NA	NA
NP_418594.1	WP_000460357.1	100	99.531	hflX	b4173	hflX	LF82_RS22410	0.169166777	0.548841512	0.057632079	0.534367232
NP_414922.1	WP_000193393.1	100	100	aroL	b0388	aroL	LF82_RS01900	-0.502112628	0.067774304	0.655794275	4.33889E-08
NP_415789.1	WP_001031530.1	100	100	yciN	b1273	yciN	LF82_RS06770	-0.189165147	0.535495435	0.121053333	0.35567564
NP_416362.1	WP_000257738.1	100	100	yebG	b1848	yebG	LF82_RS09625	0.277420821	0.402549319	-0.390470586	0.042494703
NP_416290.1	WP_000645203.1	100	99.721	ydjL	b1776	ydjL	LF82_RS09230	-0.103190728	NA	-0.036324202	NA
NP_415001.1	WP_001188905.1	100	100	ybaN	b0468	ybaN	LF82_RS02310	0.893625237	0.006931945	-0.686113692	0.003812825
YP_026240.1	WP_001334470.1	98	61.972	yidX	b3696	dgoR	LF82_RS19415	0.075832943	NA	-0.198980434	0.429229815
NP_414670.1	WP_000972203.1	100	100	yadH	b0128	yadH	LF82_RS00690	-0.298392932	0.310473708	0.193069014	0.280030167
NP_415578.3	WP_000414438.1	100	100	bssS	b1060	bssS	LF82_RS05365	0.498682287	0.058505475	-0.22992947	0.154621944
NP_416059.1	WP_000214712.1	100	100	ydfZ	b1541	ydfZ	LF82_RS07915	0.193114484	0.585272178	-0.176220805	0.419611231
NP_415777.1	WP_000209531.1	100	99.244	trpB	b1261	trpB	LF82_RS06710	0.172841976	0.623809384	-0.112933305	0.631562172
NP_418145.2	WP_001318137.1	100	98.023	cbrA	b3690	cbrA	LF82_RS19385	-0.10010388	0.801951542	0.116088927	NA
NP_418782.1	WP_001350779.1	100	97.765	dnaT	b4362	dnaT	LF82_RS23300	0.101328092	0.79391427	0.101237409	0.607285176
NP_416453.1	WP_000620083.1	100	97.6	fliK	b1943	fliK	LF82_RS10090	-0.271029621	0.406107524	-0.494066388	0.001154296
NP_418068.1	WP_001156181.1	100	100	yibN	b3611	yibN	LF82_RS18955	-0.501452262	0.047381332	0.916501958	1.72488E-28
NP_418134.1	WP_000828472.1	100	98.39	yidJ	b3678	yidJ	LF82_RS19340	0.070932183	0.865735676	-0.060067131	0.850543733
NP_418658.1	WP_001106230.1	100	99.351	nrdG	b4237	nrdG	LF82_RS22755	0.214578215	0.545700669	0.076521898	0.794026884
NP_417654.1	WP_001047347.1	100	99.381	ispB	b3187	ispB	LF82_RS16700	0.288022656	0.253942409	-0.587691084	2.01487E-08
NP_415161.1	WP_000042632.1	100	100	lipA	b0628	lipA	LF82_RS02970	-0.18625496	NA	-0.707874865	2.52698E-20
NP_417743.1	WP_000460672.1	100	97.452	smg	b3284	smg	LF82_RS17210	-0.328661361	0.318603951	0.923227133	1.68283E-11
NP_417476.1	WP_000018758.1	100	99.66	yghA	b3003	yghA	LF82_RS15745	0.043567369	0.918757371	-0.209378849	0.44783451
NP_415455.1	WP_000055986.1	100	98.163	ssuD	b0935	ssuD	LF82_RS04505	-0.026160471	NA	-0.116938752	NA
YP_009518779.1	WP_120795384.1	100	100	ynaM	b4744	ynfT	LF82_RS25670	0.394562161	0.233643392	-0.7618825	0.000313395
YP_001165317.1	WP_001288368.1	100	100	yciZ	b4596	yciZ	LF82_RS06850	0.100205213	0.802668612	-0.389164698	0.142574794
NP_418730.4	WP_014640269.1	100	97.554	nanM	b4310	nanM	LF82_RS22955	0.355632429	0.284450929	0.128774284	0.661119695
NP_415086.1	WP_000839596.1	100	100	essD	b0554	essD	LF82_RS05915	-0.352216512	NA	0.387499709	NA
NP_417315.1	WP_001120720.1	100	99.286	lysA	b2838	lysA	LF82_RS14840	0.028611501	0.944426637	0.42136917	0.059336365
NP_415592.1	WP_001196460.1	100	100	flgC	b1074	flgC	LF82_RS05435	-0.251842833	0.462998434	-0.51459684	1.77583E-06
NP_418172.1	WP_000116757.1	100	91.72	cbrB	b3716	yieH	LF82_RS19525	-0.029692667	0.944426637	-0.002665488	0.989635309
NP_417801.1	WP_000246815.1	100	100	rpsL	b3342	rpsL	LF82_RS17500	0.007976613	0.984725938	0.037734733	0.757918583
NP_418074.1	WP_001213845.1	100	99.749	kbl	b3617	kbl	LF82_RS18985	0.08103856	0.829520698	0.059330366	0.640188206
NP_414983.1	WP_001256206.1	100	99.325	mdlB	b0449	mdlB	LF82_RS02215	0.362173137	0.200529631	0.149149651	0.399759931
NP_418808.1	WP_000046754.1	100	99.82	ettA	b4391	ettA	LF82_RS23475	-0.057332336	0.877150652	0.014550974	0.898357916
NP_415491.1	WP_001058323.1	100	100	hyaA	b0972	hyaA	LF82_RS04665	-0.02150389	NA	0.181279099	NA
NP_415237.1	WP_001032722.1	100	99.189	dtpD	b0709	dtpD	LF82_RS03335	0.156411432	0.666241758	-0.63363596	0.012384317
NP_418511.1	WP_000235240.1	100	98.627	alsA	b4087	alsA	LF82_RS21690	0.202883281	0.559936929	0.206399713	0.454715047
NP_415710.1	WP_000051575.1	100	98.026	ldcA	b1192	ldcA	LF82_RS06305	-0.263067747	0.411110552	0.055955727	0.824050565
NP_418791.1	WP_000870712.1	100	99.556	yjjG	b4374	yjjG	LF82_RS23370	0.130442431	0.725615999	-0.311623728	0.021180938
NP_417799.1	WP_000124700.1	100	100	fusA	b3340	fusA	LF82_RS17490	-0.034065351	0.936094776	-0.018422614	0.874466618
NP_418405.1	WP_000023081.1	100	100	coaA	b3974	coaA	LF82_RS20985	0.266631476	0.328557896	-0.577415436	1.78191E-08
NP_417042.1	WP_000495599.1	100	99.404	yphE	b2547	yphE	LF82_RS13140	-0.243765043	NA	0.195478211	0.485381498
NP_417423.4	WP_001053178.1	100	100	yqgE	b2948	yqgE	LF82_RS15310	0.216391284	0.436201862	0.09925454	0.517966394
NP_417756.1	WP_001029684.1	100	100	rpsK	b3297	rpsK	LF82_RS17275	-0.026822661	0.949064261	-0.12308227	0.067932811
NP_415690.5	WP_000726974.1	100	100	ymgG	b1172	ymgG	LF82_RS06200	-0.489692301	NA	2.323892284	4.49756E-10
NP_417270.1	WP_000807749.1	100	97.315	yqcA	b2790	yqcA	LF82_RS14455	-0.810295677	0.015653713	0.490036403	0.004376428
NP_416838.1	WP_000642898.1	92	64.968	yfcR	b2335	smrB	LF82_RS12270	0.025564324	NA	0.126414157	NA
NP_415295.1	WP_001362906.1	100	98.368	bioA	b0774	bioA	LF82_RS03660	-0.149891882	0.68125759	0.008210541	0.978271338
YP_026253.1	WP_000866670.1	100	99.734	wecB	b3786	wecB	LF82_RS19855	-0.056262636	0.886325685	0.41654956	8.66055E-07
YP_588473.1	WP_000799889.1	100	100	yifL	b4558	yifL	LF82_RS19970	-2.027247636	5.32723E-12	1.935582299	5.35965E-48
NP_417359.1	WP_000012245.1	99	99.315	guaD	b2883	guaD	LF82_RS14975	-0.065117298	0.872640026	-0.068222197	0.82147816
NP_418593.1	WP_001051883.1	100	100	hfq	b4172	hfq	LF82_RS22405	0.054905541	0.879540677	0.045329743	0.723072496
NP_418176.1	WP_000489815.1	100	98.885	bglH	b3720	bglH	LF82_RS19540	-0.096958373	NA	0.089881482	0.766359057
NP_414766.1	WP_001226167.1	100	99.43	dinB	b0231	dinB	LF82_RS01330	0.189844589	0.580012691	-0.125561697	0.57896257
NP_418108.1	WP_001070179.1	100	99.563	trmH	b3651	trmH	LF82_RS19140	0.053485698	0.896211405	-0.32169681	0.001643772
NP_415331.1	WP_001159065.1	100	100	glnP	b0810	glnP	LF82_RS03850	0.014271545	0.976413209	1.346685779	1.77027E-38
NP_417509.3	WP_000831543.1	100	100	ygiB	b3037	ygiB	LF82_RS15975	0.30629526	0.263190841	-0.44572512	0.000143682
NP_416386.4	WP_000176874.1	100	98.64	torZ	b1872	torZ	LF82_RS09750	-0.071707448	0.86461919	0.11625693	0.658999262
NP_417765.1	WP_000062611.1	100	100	rpsH	b3306	rpsH	LF82_RS17320	0.04244597	0.920761748	-0.153650755	0.056713619
NP_417908.1	WP_000572181.1	100	98.577	ugpE	b3451	ugpE	LF82_RS18060	-0.154957311	0.667892883	-0.362371752	NA
NP_417963.4	WP_001057453.1	100	99.468	slp	b3506	slp	LF82_RS18340	-0.442307924	0.187126333	1.491377761	1.62683E-06
NP_416602.1	WP_000846205.1	100	99.102	yegU	b2099	yegU	LF82_RS11055	-0.061007208	0.879540677	-0.033357431	0.903452062
NP_418606.1	WP_000101639.1	100	95.283	yjfM	b4185	yjfM	LF82_RS22470	0.067356955	NA	0.364579382	NA
NP_415389.2	WP_001305933.1	100	99.703	ybjS	b0868	ybjS	LF82_RS04145	-0.582177749	0.067458107	0.789232558	2.44075E-11
NP_416692.1	WP_001135664.1	100	98.667	yejL	b2187	yejL	LF82_RS11520	-0.036104739	0.929802038	-0.300702699	0.058565641
NP_414888.4	WP_001096711.1	100	98.883	yaiL	b0354	yaiL	LF82_RS01760	-0.117423157	0.749867592	0.120177588	0.597643424
NP_414671.1	WP_000901995.1	100	97.26	yadI	b0129	yadI	LF82_RS00695	-0.166753688	0.640341295	0.410106211	0.087831596
NP_417577.1	WP_000633567.1	100	97.425	yhaK	b3106	yhaK	LF82_RS16335	-0.205767628	NA	-0.111099293	0.709436841
NP_417669.1	WP_000809051.1	100	99.581	rpoN	b3202	rpoN	LF82_RS16775	-0.231184071	0.305329604	0.121876042	0.169188932
NP_417000.1	WP_001295476.1	100	100	yfgH	b2505	yfgH	LF82_RS12945	0.162255839	NA	-0.331357499	NA
NP_416589.2	WP_001441996.1	100	96.19	yegR	b2085	yegR	LF82_RS11000	NA	NA	NA	NA
NP_415837.1	WP_000825759.1	100	98.925	ycjX	b1321	ycjX	LF82_RS07030	-0.131483849	0.722744618	0.201021704	0.304322251
YP_026216.2	WP_000856744.1	100	99.367	greB	b3406	greB	LF82_RS17805	0.032673566	0.94011721	-0.167765316	0.39301439
NP_417219.1	WP_001136912.1	100	96.899	ygbM	b2739	ygbM	LF82_RS14210	-1.058649817	0.01913786	0.10145164	NA
YP_026245.1	WP_001131161.1	100	99.565	yieP	b3755	yieP	LF82_RS19715	0.112814063	0.755592926	-0.131025046	0.431234981
NP_418059.1	WP_000665680.1	100	100	yibL	b3602	yibL	LF82_RS18900	-0.045747033	0.895055662	-0.007011997	0.967938477
NP_418503.1	WP_011076734.1	100	99.72	fdhF	b4079	fdhF	LF82_RS21640	0.037554961	0.929525351	0.037593291	0.884566064
NP_416805.1	WP_000566502.1	100	98.605	yfcG	b2302	yfcG	LF82_RS12100	0.250530348	NA	0.065454562	NA
NP_415425.4	WP_000194829.1	100	99.488	ycaO	b0905	ycaO	LF82_RS04350	0.080883302	0.844724125	-0.817508284	3.60049E-18
YP_002791251.1	WP_000128777.1	100	96.154	shoB	b4687	shoB	LF82_RS13220	0.277368282	NA	-0.36581458	0.166776601
YP_588471.1	WP_001297978.1	100	89.691	yicS	b4555	yicS	LF82_RS19250	0.310235099	NA	-0.039412553	NA
NP_417293.1	WP_000678650.1	100	99.726	mltA	b2813	mltA	LF82_RS14575	0.397541044	0.127711072	-0.426701551	0.009485832
NP_417949.1	WP_000439157.1	99	98.485	yhiN	b3492	yhiN	LF82_RS18280	0.036250929	0.930270837	-0.189048852	0.150205942
NP_417698.1	WP_000847559.1	100	100	rplM	b3231	rplM	LF82_RS16885	-0.047095014	0.910128993	-0.150777985	0.067993226
NP_417008.1	WP_000409203.1	100	99.515	yfgM	b2513	yfgM	LF82_RS13000	0.266245417	0.354800467	-0.222390483	0.054228622
NP_418139.1	WP_000577184.1	97	35.776	yidP	b3684	marB	LF82_RS07870	-0.104063618	NA	-0.018706772	0.953836806
NP_418707.1	WP_001332154.1	99	35.907	fecE	b4287	shuU	LF82_RS18390	0.353679702	0.285706369	-0.537984783	3.77182E-05
NP_418610.4	WP_000254636.1	100	99.083	bsmA	b4189	bsmA	LF82_RS22490	0.092792444	0.812701457	-0.086560599	0.776008034
NP_417347.1	WP_000110478.1	100	99.749	ygeX	b2871	dpaL	LF82_RS14915	0.104201259	NA	0.10224087	NA
NP_417375.1	WP_000250274.1	100	100	yqfA	b2899	yqfA	LF82_RS15060	-0.524127721	0.069937139	-0.016545526	0.941282157
NP_417714.1	WP_000203095.1	100	97.97	yhdE	b3248	yhdE	LF82_RS16965	0.087491304	0.829520698	0.095199048	0.479792774
NP_417396.4	WP_000350817.1	98	98.294	ygfI	b2921	ygfI	LF82_RS15145	-0.308050401	0.332356689	1.232325976	1.0663E-06
NP_418324.1	WP_001297068.1	95	100	fabY	b3888	fabY	LF82_RS20495	-0.052729271	0.892832651	0.314877525	0.038894648
NP_416438.1	WP_001296171.1	100	98.54	yedD	b1928	yedD	LF82_RS10015	0.358489638	0.151806961	-0.205942747	0.166522947
YP_026269.1	WP_000227959.1	100	99.602	ubiE	b3833	ubiE	LF82_RS20215	0.084632577	0.812175609	-0.444650834	0.029427547
NP_415621.3	WP_001298479.1	100	99.16	hinT	b1103	hinT	LF82_RS05580	0.015502803	0.973725713	0.090152714	0.637515395
NP_416574.1	WP_014640171.1	99	95.794	yegI	b2070	yegI	LF82_RS10925	-0.212466261	0.545700669	-0.026938946	0.933675523
NP_418032.1	WP_000869035.1	100	99.699	yiaK	b3575	yiaK	LF82_RS18790	-0.083315486	0.839037825	0.003416548	NA
NP_417915.1	WP_014640222.1	100	99.187	livK	b3458	livK	LF82_RS18100	-0.115516132	0.761355728	0.013740807	0.959977655
NP_416903.1	WP_000716367.1	100	96.85	yfeN	b2408	yfeN	LF82_RS12555	-0.140198958	NA	-0.234611297	NA
NP_415016.4	WP_000806442.1	100	100	ybaQ	b0483	ybaQ	LF82_RS02395	-0.077663189	0.853560111	-0.048338676	0.824125058
NP_417884.1	WP_000448161.1	100	98.403	glpD	b3426	glpD	LF82_RS17900	0.032013534	0.942046812	-0.430412396	5.33078E-12
NP_414544.1	WP_000241659.1	100	99.355	thrB	b0003	thrB	LF82_RS00010	-0.230695535	0.510603177	-0.032960369	0.833332884
NP_416737.1	WP_001075170.1	100	99.737	nrdA	b2234	nrdA	LF82_RS11770	0.133986514	0.717093284	-0.020638424	0.855229613
NP_415532.3	WP_001764408.1	95	98.898	rutA	b1012	rutA	LF82_RS05135	-0.070887842	NA	0.054537674	NA
NP_417692.1	WP_000224704.1	100	99.663	nanA	b3225	nanA	LF82_RS16860	-0.311739955	0.271686297	1.507251928	1.00682E-12
NP_415265.1	WP_000131310.1	100	99.565	tolQ	b0737	tolQ	LF82_RS03465	-0.214386377	0.498868787	0.258999681	0.013189154
NP_415394.4	WP_000458820.1	100	99.455	hcp	b0873	hcp	LF82_RS04170	-0.116285035	NA	-0.084177506	0.779433995
NP_417781.1	WP_000461443.1	100	97.122	gspB	b3322	gspB	LF82_RS17400	-1.107913229	0.006148659	0.487034922	0.061441097
NP_417771.1	WP_000644741.1	100	100	rpmC	b3312	rpmC	LF82_RS17350	-0.001641327	0.995288906	-0.255939855	9.21059E-06
NP_416179.1	WP_000493947.1	100	100	ribC	b1662	ribE	LF82_RS08645	0.248812622	0.346052676	-0.236306392	0.091391157
NP_415152.1	WP_000939721.1	100	98.732	dpiB	b0619	dpiB	LF82_RS02925	-0.230995666	0.500088848	0.735193245	0.000197113
NP_417453.1	WP_000026104.1	100	99.599	glcD	b2979	glcD	LF82_RS15590	-0.27738308	NA	0.030845774	0.922127613
NP_414778.1	WP_000893298.1	100	99.281	proA	b0243	proA	LF82_RS01400	-0.286601245	0.399946512	-0.282779421	0.003257818
NP_415048.1	WP_000540999.1	100	98.851	allE	b0515	allE	LF82_RS02530	-0.1385679	0.708700767	-0.19185837	0.471844622
NP_416271.4	WP_001298226.1	100	98.161	ynjE	b1757	ynjE	LF82_RS09130	0.139495877	0.706317191	-0.208295281	0.431829893
NP_418193.1	WP_000429386.1	100	100	atpE	b3737	atpE	LF82_RS19625	-0.335820723	0.21902036	0.737860158	5.90229E-14
NP_417894.2	WP_000108320.1	100	99.429	gntK	b3437	gntK	LF82_RS17995	-0.591017631	0.083645735	-0.239754106	0.247017174
NP_417561.1	WP_000128143.1	100	98.907	ygjV	b3090	ygjV	LF82_RS16260	-0.954246357	0.013971497	1.017359701	0.00025649
YP_010283910.1	WP_242788909.1	100	98.438	ynhH	b4817	fumD	LF82_RS26180	0.55101736	0.092894799	-0.560528922	0.00142385
NP_416259.1	WP_000994955.1	100	97.763	astB	b1745	astB	LF82_RS09070	-0.283701989	0.407604307	0.064869694	0.838899888
NP_415646.4	WP_001295435.1	100	99.732	roxA	b1128	roxA	LF82_RS05710	-0.015955588	0.966989632	0.246856088	0.019249555
NP_417772.1	WP_000941212.1	100	100	rplP	b3313	rplP	LF82_RS17355	-0.02302141	0.957972459	-0.188670998	0.023970008
NP_415543.1	WP_000287440.1	100	97.893	pgaA	b1024	pgaA	LF82_RS05195	-0.000787451	0.99753591	0.772512383	0.000442512
NP_416547.1	WP_001115963.1	100	97.414	wcaM	b2043	wcaM	LF82_RS10790	-0.084036113	0.839037825	-0.564278842	0.033501251
NP_415895.1	WP_000837937.1	100	99.204	ompN	b1377	ompN	LF82_RS07185	-0.47387636	0.162160949	0.193739681	0.482494663
NP_415561.1	WP_000992814.1	100	97.273	csgC	b1043	csgC	LF82_RS05270	-0.847008046	0.035397015	-0.178586094	NA
NP_417572.2	WP_000732237.1	100	98.462	yqjF	b3101	yqjF	LF82_RS16315	-0.021690278	NA	0.045979769	0.884971126
NP_417188.4	WP_001287423.1	100	98.754	gutQ	b2708	gutQ	LF82_RS14040	0.080728993	0.844521898	-0.169675568	0.412923857
NP_414835.2	WP_001298546.1	100	98.477	rclC	b0301	rclC	LF82_RS01540	-0.243908509	NA	0.191160066	NA
NP_415999.1	WP_000152305.1	100	100	osmC	b1482	osmC	LF82_RS07630	0.346484801	NA	-0.284931264	0.26842407
NP_417798.1	WP_000031783.1	100	100	tufA	b3339	tuf	LF82_RS17485	-0.15999075	0.614441267	0.213739707	0.002932227
NP_417858.4	WP_001295168.1	100	100	yrfG	b3399	yrfG	LF82_RS17765	0.187375119	0.55188104	-0.233665174	0.121673149
NP_418131.1	WP_001113432.1	100	100	yidG	b3675	yidG	LF82_RS19330	0.201902361	0.56708435	0.170195568	0.553314266
NP_417779.1	WP_000579833.1	100	100	rplC	b3320	rplC	LF82_RS17390	0.067950275	0.868279904	-0.120960152	0.181634726
NP_418121.1	WP_001065685.1	100	98.81	adeD	b3665	adeD	LF82_RS19270	0.349385229	0.267901962	-0.757125204	0.000302777
NP_416697.1	WP_001113641.1	100	99.07	narP	b2193	narP	LF82_RS11555	0.023590954	0.955501147	-0.011616128	0.952544288
NP_416711.1	WP_000557384.1	100	98.851	napD	b2207	napD	LF82_RS11625	3.382293469	1.16708E-07	-0.581821462	NA
NP_414638.1	WP_000595482.1	100	100	lpxC	b0096	lpxC	LF82_RS00500	0.299909586	0.198595411	-0.124221961	0.136570475
NP_414720.1	WP_000758956.1	100	100	skp	b0178	skp	LF82_RS00930	0.146261663	0.616924358	-0.050920875	0.598990506
NP_414565.1	WP_001332590.1	100	95.833	yaaY	b0024	yaaY	LF82_RS00110	-0.023214055	NA	0.271287879	NA
NP_414839.1	WP_001304864.1	100	98.944	rclR	b0305	rclR	LF82_RS01555	0.111244788	0.772845191	-0.086100033	0.778672338
NP_416638.4	WP_001319943.1	100	100	pbpG	b2134	pbpG	LF82_RS11240	-0.72396175	0.001804019	0.151825692	0.267959626
NP_417470.1	WP_001081868.1	100	99.39	hybA	b2996	hybA	LF82_RS15710	0.261674179	0.430234956	-0.098046598	0.692819357
NP_415958.1	WP_000220417.1	100	98.22	ydcT	b1441	ydcT	LF82_RS07385	-0.11616783	NA	-0.384485788	NA
NP_416849.1	WP_000368121.1	100	98.065	yfdC	b2347	yfdC	LF82_RS12320	-0.095097782	0.812701457	0.022180406	NA
NP_417461.1	WP_000933307.1	100	99.198	pitB	b2987	pitB	LF82_RS15665	0.148058092	0.683997047	-0.314928173	0.233003836
NP_415368.1	WP_001024876.1	100	100	ybjL	b0847	ybjL	LF82_RS04035	0.53953933	0.051131736	-0.154508801	0.326777046
NP_415241.1	WP_000687121.1	100	94.672	pxpA	b0713	pxpA	LF82_RS03355	-0.271274366	0.41945227	0.462477794	0.001456393
NP_416742.1	WP_000779084.1	100	99.162	glpQ	b2239	glpQ	LF82_RS11790	0.180746562	0.593192024	-0.543121808	2.90839E-05
NP_416670.1	WP_001293144.1	100	96.474	psuG	b2165	psuG	LF82_RS11405	0.560911692	0.094072472	0.057002802	NA
YP_026221.1	WP_000210122.1	100	99.776	gntU	b4476	gntU	LF82_RS17990	-1.00809674	0.006671964	-0.108484047	0.716300279
NP_418800.1	WP_000816461.1	100	99.509	deoB	b4383	deoB	LF82_RS23425	-0.537342399	0.075052359	-0.17859916	0.062011504
NP_416594.1	WP_000844191.1	100	97.977	gatD	b2091	gatD	LF82_RS11015	0.088358437	NA	-0.034591463	0.911688847
NP_415168.1	WP_000776191.1	100	100	mrdA	b0635	mrdA	LF82_RS03005	-0.051785672	0.899178792	0.750382757	4.65956E-26
NP_415405.1	WP_001241673.1	100	99.145	aat	b0885	aat	LF82_RS04265	0.089642921	0.813374137	-0.175312663	0.31775929
YP_026203.3	WP_000401581.1	100	99.549	cyuP	b3110	cyuP	LF82_RS16350	0.125078218	0.688875329	-0.242707165	0.337246195
NP_416306.2	WP_001025381.1	100	98.261	yeaO	b1792	yeaO	LF82_RS09310	-0.01479738	0.974743349	0.199561086	0.416824438
